#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-19T20:11:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ba2acb523c60	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/211/24&tab:{J/ApJS/211/24/table1}&key:source=J/ApJS/211/24/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/211/24/table1
#-order=I
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Mass
#-out=Prot
#-out=e_Prot
#-out=n_Prot
#
#
#RESOURCE=yCat_22110024
#Name: J/ApJS/211/24
#Title: Rotation periods of Kepler MS stars (McQuillan+, 2014)
#Table	J_ApJS_211_24_table1:
#Name: J/ApJS/211/24/table1
#Title: The rotation period measurements for the 34030 stars presented in this work
#Column	KIC	(I8)	Kepler Input Catalog identifier (Cat. V/133)	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[3197/6499] Star effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	[3.5/5.4] Star surface gravity (log)	[ucd=phot.sb]
#Column	Mass	(F7.4)	[0.2/1.3] Star mass (1)	[ucd=phys.mass]
#Column	Prot	(F6.3)	[0.2/70]? Rotation period	[ucd=time.period]
#Column	e_Prot	(F6.3)	[0/51]? Error in Prot	[ucd=stat.error]
#Column	n_Prot	(A3)	Period flag (4)	[ucd=meta.note]
KIC	Teff	log(g)	Mass	Prot	e_Prot	n_Prot
10334364	6329	 4.28	 1.2144	 6.887	 0.177	
10334470	5228	 5.05	 0.8933	25.200	 3.128	
10334495	5128	 4.68	 0.8674	31.968	 0.439	
10334745	6212	 4.33	 1.1746	22.855	 0.673	
10334773	4660	 4.58	 0.7445	10.464	 0.057	
10334851	6141	 4.53	 1.1513	 8.529	 0.035	
10336742	4975	 4.54	 0.8278	21.002	 0.149	
10336793	5395	 4.98	 0.9369	20.907	 0.113	
10336910	5253	 4.50	 0.8997	14.906	 0.064	
10336945	5962	 4.66	 1.0954	13.086	 0.121	
10336977	5750	 4.53	 1.0334	 3.407	 0.004	
10337072	5206	 4.99	 0.8876	27.881	 0.172	
10337116	6342	 4.25	 1.2189	 8.943	 0.092	
10337155	4998	 4.91	 0.8337	14.292	 0.024	
10337306	5098	 4.84	 0.8596	 9.534	 0.047	
10337441	5069	 4.48	 0.8521	 9.698	 0.047	
10337853	5713	 4.80	 1.0230	23.168	 0.394	
10337859	5261	 4.67	 0.9018	28.638	 1.016	
10338027	4742	 4.38	 0.7666	26.691	 0.746	
10338223	5200	 4.88	 0.8860	24.000	 0.434	
10338245	4560	 4.64	 0.7171	24.962	 0.110	
10338256	4669	 4.54	 0.7470	14.491	 0.026	
10338300	5687	 4.53	 1.0157	12.291	 2.687	
10338343	5811	 4.54	 1.0509	14.418	 0.674	
10339093	5107	 4.62	 0.8619	10.761	 0.024	
10339385	5427	 4.54	 0.9453	 5.307	 0.011	
10339390	5605	 4.41	 0.9931	 6.490	 0.056	
10339681	4779	 4.33	 0.7764	22.864	 0.106	
10339706	5320	 4.56	 0.9172	16.567	 0.190	
10339872	5089	 4.53	 0.8573	12.964	 0.031	
10340180	5517	 4.47	 0.9693	15.731	 0.086	
10340183	6279	 4.26	 1.1971	14.165	 0.064	
10340645	5699	 4.56	 1.0191	 6.854	 0.102	
10340708	5830	 4.56	 1.0564	19.248	 0.318	
10340891	5543	 4.54	 0.9763	20.409	 0.490	
10341128	5298	 4.72	 0.9115	18.832	 0.253	
10341130	6214	 4.23	 1.1752	10.130	 0.105	
10341755	4794	 4.61	 0.7804	13.877	 0.241	
10341777	5986	 4.54	 1.1027	10.837	 0.029	
10341787	5191	 4.48	 0.8837	 9.562	 0.033	
10345854	5461	 4.50	 0.9543	18.267	 0.045	
10345921	5618	 4.78	 0.9967	26.717	 4.264	SM2
10345947	5529	 4.73	 0.9725	20.931	 0.206	
10346286	5544	 4.39	 0.9766	 5.977	 1.334	
10346409	5409	 4.50	 0.9405	 9.271	 0.005	
10346521	5994	 4.55	 1.1052	 3.110	 0.023	
10346596	6389	 4.30	 1.2356	 1.349	 0.007	
10346850	6350	 4.24	 1.2217	18.182	 0.547	
10347045	5982	 4.31	 1.1015	17.230	 0.091	
10347308	6131	 4.52	 1.1481	16.273	 0.176	
10350101	6329	 4.32	 1.2144	 5.813	 1.664	
10350184	5441	 4.91	 0.9490	23.303	 0.174	
10350396	5642	 4.98	 1.0033	13.052	 0.030	
10350419	4827	 4.28	 0.7891	27.747	 0.138	
10350463	5186	 4.92	 0.8824	10.654	 0.099	
10350521	5431	 5.07	 0.9464	24.221	 1.444	
10350857	5695	 4.43	 1.0180	 9.839	 1.797	
10350877	5750	 4.93	 1.0334	18.413	 0.318	
10350930	5994	 4.65	 1.1052	13.021	 0.238	
10351093	5721	 4.77	 1.0252	21.670	 3.047	
10351220	6006	 4.45	 1.1088	 5.201	 0.005	
10351485	5150	 4.57	 0.8731	14.739	 0.025	
10351540	4636	 4.56	 0.7380	32.643	 6.340	
10351604	5646	 4.43	 1.0044	12.788	 0.031	
10351631	5502	 4.96	 0.9653	20.258	 0.124	
10351691	5837	 4.76	 1.0584	16.337	 1.824	
10351715	5512	 4.35	 0.9679	 5.788	 0.005	
10352157	5815	 4.40	 1.0520	14.038	 0.050	
10352244	5614	 4.44	 0.9956	 8.435	 0.060	
10352251	5695	 4.42	 1.0180	 6.770	 0.184	
10352426	4965	 4.11	 0.8252	10.383	 0.028	
10352659	5366	 4.51	 0.9292	14.637	 0.165	
10352683	5202	 4.94	 0.8865	21.345	 0.945	
10352725	4546	 4.61	 0.7132	38.503	 1.457	
10353032	5377	 4.53	 0.9321	17.408	 0.247	
10353082	5276	 4.47	 0.9057	11.723	 0.050	
10353092	4941	 4.31	 0.8189	33.580	 1.108	
10353303	5085	 4.63	 0.8563	23.015	 0.092	
10353327	5806	 4.43	 1.0494	14.187	 0.029	
10353449	5570	 4.62	 0.9836	10.935	 0.024	
10353451	6039	 4.68	 1.1190	10.899	 0.087	
10353473	6356	 4.74	 1.2239	 8.843	 0.142	
10353492	5120	 4.68	 0.8653	24.636	 0.762	
10353505	4762	 4.49	 0.7719	25.204	 0.212	
10353510	6001	 4.35	 1.1073	 5.582	 0.041	
10353572	5215	 4.69	 0.8899	27.956	 0.482	
10353653	4871	 4.37	 0.8007	24.122	 0.028	
10353666	5315	 4.77	 0.9159	28.718	 1.550	
10353676	5910	 4.15	 1.0798	18.104	 0.369	
10353852	5571	 4.51	 0.9839	 7.158	 0.115	
10353899	5480	 4.46	 0.9594	 7.792	 0.019	
10354027	4946	 4.33	 0.8202	10.538	 0.005	
10354280	5438	 4.50	 0.9482	13.459	 0.025	
10354445	5014	 4.77	 0.8379	35.552	 0.944	
10354509	5584	 4.56	 0.9874	20.848	 0.272	
10354516	4884	 4.78	 0.8041	13.197	 0.059	
10354572	4822	 4.64	 0.7878	26.098	 0.538	
10354593	4858	 4.53	 0.7972	18.684	 0.113	
10354597	4961	 4.92	 0.8241	11.193	 0.128	
10354699	5476	 4.93	 0.9583	16.407	 0.025	
10354861	5340	 4.30	 0.9224	46.076	 0.254	
10354945	5171	 4.96	 0.8785	 9.286	 0.007	
10354975	5776	 4.33	 1.0408	14.741	 0.055	
10355273	4951	 4.07	 0.8215	20.572	 0.249	
10355387	5331	 4.28	 0.9201	23.972	 0.791	
10355472	5437	 4.44	 0.9480	22.560	 0.151	
10355662	6283	 4.62	 1.1985	 7.427	 0.029	
10355814	6009	 4.43	 1.1098	19.759	 1.023	
10355856	6288	 4.06	 1.2002	 4.495	 0.014	
10355880	5576	 4.55	 0.9852	15.278	 0.697	
10355888	5640	 4.48	 1.0027	 9.707	 0.016	
10355941	4459	 4.59	 0.6888	10.720	 0.015	
10356047	5719	 4.45	 1.0247	15.640	 0.113	
10356697	5443	 4.56	 0.9495	17.785	 0.116	
10356979	5654	 4.55	 1.0066	17.836	 0.218	
10357256	5204	 4.14	 0.8870	10.964	 0.114	
10358076	5594	 4.67	 0.9901	14.817	 0.030	
10358432	5388	 4.24	 0.9350	40.881	 0.573	
10358453	5808	 4.68	 1.0500	18.304	 0.327	
10358909	5024	 4.36	 0.8405	 1.451	 0.007	
10358952	4608	 4.63	 0.7303	19.923	 0.124	
10359008	5356	 4.54	 0.9266	27.895	 1.775	
10359048	6492	 4.03	 1.2733	 1.305	 0.007	
10359296	5198	 4.58	 0.8855	14.366	 0.083	
10359458	4650	 4.44	 0.7418	31.485	 1.042	
10359646	6080	 4.45	 1.1319	 2.109	 0.003	
10359680	5673	 4.43	 1.0118	 5.995	 0.118	
10360332	4856	 4.53	 0.7967	24.137	 0.044	
10360475	5656	 4.36	 1.0071	15.379	 0.224	
10360907	6131	 3.88	 1.1481	 3.876	 0.007	
10360916	5790	 4.31	 1.0448	15.599	 1.326	
10361197	5420	 4.85	 0.9435	12.691	 0.052	
10361699	4913	 4.49	 0.8116	 9.040	 0.028	
10361888	5810	 4.30	 1.0506	14.600	 1.869	
10361923	5570	 4.90	 0.9836	 1.996	 0.004	
10362135	5451	 5.07	 0.9517	11.640	 0.030	
10362546	4977	 4.41	 0.8283	17.336	 0.008	
10362854	5489	 4.03	 0.9618	14.294	 0.165	
10362937	4935	 4.17	 0.8174	 9.212	 0.059	
10363233	5133	 4.50	 0.8687	12.845	 0.049	
10382684	5027	 4.52	 0.8413	33.499	 1.110	
10382823	5018	 4.33	 0.8389	12.687	 0.314	
10382942	4928	 4.62	 0.8155	31.928	 5.332	
10382946	6078	 4.19	 1.1312	 4.995	 0.034	
10383222	4809	 4.38	 0.7843	33.780	 1.898	
10383872	5041	 4.38	 0.8449	13.867	 0.069	
10383987	5575	 4.59	 0.9849	11.537	 0.040	
10384253	4758	 4.39	 0.7708	38.848	 0.859	
10384323	4781	 4.42	 0.7769	19.405	 0.026	
10384420	5413	 4.92	 0.9416	23.121	 3.066	
10384663	5620	 4.46	 0.9972	 6.034	 0.049	
10384790	4749	 4.59	 0.7684	39.202	 8.675	
10385248	5012	 4.62	 0.8374	25.314	 1.209	
10385506	5360	 4.52	 0.9277	28.529	 0.452	
10385587	4894	 4.32	 0.8067	24.385	 0.077	
10385803	4988	 4.44	 0.8311	23.118	 0.242	
10385992	5272	 4.62	 0.9047	26.400	 0.923	
10386229	5310	 4.22	 0.9146	 7.724	 0.020	
10386900	5383	 4.36	 0.9337	15.327	 0.072	
10386925	4733	 4.52	 0.7642	14.441	 0.177	
10387162	4809	 4.03	 0.7843	17.866	 0.058	
10387363	5291	 4.40	 0.9096	26.513	 1.320	
10387549	5023	 4.50	 0.8402	16.605	 0.116	
10387672	6022	 4.17	 1.1138	 9.987	 0.014	
10387738	5448	 4.56	 0.9509	30.947	 4.835	
10387773	5998	 4.29	 1.1064	 4.379	 0.019	
10387792	4928	 4.46	 0.8155	26.867	 0.512	
10387800	4861	 4.44	 0.7980	23.569	 0.081	
10388508	5862	 4.38	 1.0657	17.932	 0.282	
10388531	5379	 4.53	 0.9326	 8.634	 0.026	
10388598	5371	 4.45	 0.9305	16.388	 0.070	
10388647	4800	 4.32	 0.7820	32.152	 5.608	
10388784	5975	 4.46	 1.0994	 7.024	 0.052	
10388910	6061	 4.17	 1.1259	 9.540	 0.067	
10389121	4536	 4.52	 0.7105	 4.480	 0.004	
10389178	5523	 4.55	 0.9709	13.092	 0.013	
10389458	5830	 4.38	 1.0564	 9.456	 0.013	
10389638	4756	 4.61	 0.7703	25.389	 0.722	
10389736	5288	 4.41	 0.9088	15.686	 0.113	
10389793	6121	 4.39	 1.1449	 7.990	 0.051	SM1
10393849	4478	 4.58	 0.6942	38.160	 7.737	
10394004	5146	 4.61	 0.8720	32.974	 0.816	
10394143	4866	 4.38	 0.7993	 8.659	 0.176	
10394332	4915	 4.47	 0.8122	 1.261	 0.004	
10394384	6022	 4.16	 1.1138	15.982	 0.407	
10394589	5088	 4.90	 0.8570	19.931	 0.135	
10394801	5229	 4.56	 0.8935	27.172	 1.021	
10394802	4806	 4.58	 0.7836	27.732	 0.648	
10394803	4953	 4.36	 0.8221	37.261	 4.631	
10395028	5854	 5.02	 1.0633	10.041	 0.012	
10395358	4718	 4.37	 0.7601	23.317	 0.054	
10395374	5161	 4.60	 0.8759	16.700	 0.026	
10395733	5366	 4.75	 0.9292	19.769	 0.105	
10395972	4966	 4.62	 0.8254	19.366	 0.079	
10396224	5240	 4.60	 0.8964	17.153	 0.033	
10396245	4830	 4.55	 0.7899	30.194	 0.250	
10396339	5066	 4.34	 0.8513	33.226	 0.558	
10396560	5522	 4.43	 0.9706	24.863	 0.060	
10396697	5582	 4.65	 0.9868	22.855	 4.456	
10397078	5710	 4.76	 1.0222	12.472	 0.081	
10397291	5193	 4.72	 0.8842	17.415	 0.035	
10397453	5572	 4.76	 0.9841	24.353	 1.159	
10397497	4738	 4.54	 0.7655	30.786	 1.786	
10397567	5208	 4.43	 0.8881	22.346	 0.107	
10397616	5871	 4.66	 1.0683	19.790	 2.599	
10397881	5396	 4.50	 0.9371	22.154	 0.097	
10398088	5368	 4.44	 0.9298	 5.615	 0.025	
10398586	5658	 4.63	 1.0077	26.244	 0.352	
10398907	5606	 4.47	 0.9934	15.007	 0.174	
10399024	5420	 4.43	 0.9435	24.623	 1.401	
10399244	5103	 4.49	 0.8609	17.073	 0.048	
10401690	6418	 4.11	 1.2460	 6.445	 0.236	
10401970	5058	 4.46	 0.8493	16.953	 0.135	
10402150	5360	 4.60	 0.9277	22.839	 0.560	
10402220	5793	 4.51	 1.0457	16.447	 0.325	
10402356	6052	 4.23	 1.1231	15.908	 0.204	
10402592	5643	 4.45	 1.0035	18.959	 0.133	
10402607	5337	 4.61	 0.9216	27.813	 2.986	
10402660	4941	 4.44	 0.8189	23.436	 0.005	
10402755	5831	 4.54	 1.0566	19.511	 0.228	
10402942	4909	 4.51	 0.8106	30.617	 0.339	
10403204	5169	 4.75	 0.8780	34.625	 4.891	
10403818	5402	 4.37	 0.9387	 6.931	 0.016	
10404271	5074	 4.45	 0.8534	14.830	 0.135	
10404649	6210	 4.16	 1.1739	 2.602	 0.004	
10404847	5301	 4.40	 0.9122	 6.545	 0.011	
10405224	4773	 4.61	 0.7748	31.253	 0.493	
10405591	6311	 4.32	 1.2081	11.625	 0.106	
10405597	5843	 4.55	 1.0601	11.586	 0.091	
10406016	4875	 4.42	 0.8017	16.104	 0.042	
10406282	5073	 4.17	 0.8532	31.900	 2.192	
10407138	6275	 4.59	 1.1958	 7.700	 0.068	
10407763	6494	 4.09	 1.2740	 4.908	 0.058	
10407858	5362	 4.47	 0.9282	26.466	 1.063	
10411677	5793	 3.98	 1.0457	 3.619	 0.071	
10411806	4923	 4.46	 0.8142	11.880	 0.066	
10411902	4937	 4.31	 0.8179	10.609	 0.149	
10412037	5011	 4.54	 0.8371	 8.350	 0.258	
10412040	5969	 4.39	 1.0975	14.878	 0.289	
10414643	5734	 4.83	 1.0289	22.208	 0.513	
10414809	4969	 4.42	 0.8262	25.692	 0.093	
10415160	6354	 4.36	 1.2231	 7.042	 0.020	
10415681	5791	 4.47	 1.0451	26.839	 0.443	
10416087	4807	 4.48	 0.7838	29.816	 0.306	
10416215	5949	 4.31	 1.0915	14.880	 0.248	
10416386	5085	 4.80	 0.8563	26.889	 0.637	
10416420	5563	 3.91	 0.9817	10.767	 0.028	
10416501	5607	 4.69	 0.9937	14.497	 0.060	
10416708	5698	 4.61	 1.0188	 4.206	 0.067	
10416737	5378	 4.61	 0.9324	 8.511	 0.039	
10416866	5384	 4.71	 0.9340	30.420	 1.433	
10416930	4913	 4.47	 0.8116	20.643	 0.156	
10417031	4971	 4.57	 0.8267	26.121	 0.736	
10417515	5382	 4.40	 0.9334	28.871	 1.870	
10417662	5142	 4.43	 0.8710	13.815	 0.018	
10417808	5979	 4.49	 1.1006	14.314	 0.448	
10417838	5657	 4.64	 1.0074	13.580	 0.053	
10417984	4583	 4.54	 0.7235	 3.581	 0.004	
10418128	6062	 4.16	 1.1262	 3.709	 0.005	
10418142	5518	 4.78	 0.9696	 7.772	 0.011	
10418398	4745	 4.58	 0.7674	27.310	 0.426	
10418423	4596	 4.07	 0.7271	43.407	 2.160	
10418466	5305	 4.76	 0.9133	16.529	 0.049	
10418513	5487	 4.66	 0.9613	28.871	 2.153	
10418754	6093	 4.50	 1.1360	12.921	 0.032	
10418885	5337	 4.58	 0.9216	27.312	 0.661	
10418908	4873	 4.68	 0.8012	31.950	 0.285	
10419006	5311	 4.43	 0.9148	 7.840	 0.024	
10419075	5432	 4.55	 0.9466	20.752	 0.176	
10419120	4609	 4.40	 0.7306	24.859	 0.176	
10419750	6136	 4.53	 1.1497	 9.293	 0.082	
10419787	5582	 4.54	 0.9868	10.820	 0.005	
10419804	5531	 4.82	 0.9730	 8.387	 0.128	
10419991	5188	 4.44	 0.8829	25.157	 0.293	
10420031	5464	 4.45	 0.9551	11.107	 0.094	
10420205	6049	 4.33	 1.1221	16.762	 0.074	BQR
10420267	5793	 4.58	 1.0457	12.796	 0.077	
10420319	5321	 4.40	 0.9175	26.823	 1.991	
10420486	5827	 4.66	 1.0555	21.155	 0.774	SM1
10420533	5916	 4.46	 1.0816	18.861	 0.397	
10420842	6124	 4.27	 1.1459	15.533	 0.136	
10421526	5536	 4.81	 0.9744	19.025	 0.055	
10421561	4992	 4.41	 0.8322	13.896	 0.104	
10421688	5002	 3.95	 0.8348	 6.724	 0.012	
10421886	5457	 4.76	 0.9533	17.152	 0.251	
10421922	5999	 4.61	 1.1067	10.416	 0.024	
10421943	5640	 4.47	 1.0027	14.839	 0.230	
10422005	5172	 4.73	 0.8788	17.953	 0.252	
10422030	4701	 4.33	 0.7556	 5.726	 0.035	
10422511	6176	 4.13	 1.1627	15.770	 0.116	
10422573	5469	 4.51	 0.9565	20.117	 4.091	
10422592	5295	 4.61	 0.9107	20.460	 0.334	
10422860	5098	 4.61	 0.8596	30.865	 7.381	
10423272	4687	 4.49	 0.7518	36.687	 2.967	
10423486	5711	 4.57	 1.0224	12.154	 0.025	
10423618	5026	 4.32	 0.8410	35.342	 0.833	
10423825	5626	 4.46	 0.9989	15.299	 0.110	
10424058	6088	 4.22	 1.1344	 9.079	 0.119	
10424339	5572	 4.27	 0.9841	10.970	 0.018	
10424362	5782	 3.83	 1.0425	30.604	 0.239	
10424717	6026	 4.12	 1.1150	 8.853	 0.243	SM1
10424880	4484	 4.52	 0.6959	17.130	 0.053	
10424951	6462	 4.46	 1.2621	 2.639	 0.041	
10424985	4634	 4.46	 0.7375	10.405	 0.087	
10425482	5554	 4.35	 0.9793	12.024	 0.024	
10425763	5488	 4.12	 0.9615	22.017	 4.079	
10425836	5164	 4.18	 0.8767	24.245	 3.125	
10426282	5398	 4.49	 0.9376	15.827	 0.064	
10426470	5335	 4.53	 0.9211	18.231	 0.203	
10426654	5427	 3.86	 0.9453	29.905	 3.178	
10426723	5513	 4.43	 0.9682	23.261	 0.419	
10426752	5677	 4.51	 1.0130	18.401	 4.400	
10426782	6142	 4.58	 1.1517	13.250	 0.079	
10426889	5106	 4.57	 0.8617	 9.024	 0.004	
10426993	5564	 4.31	 0.9820	13.576	 0.062	
10427272	5312	 4.39	 0.9151	15.998	 1.286	
10427522	6052	 3.54	 1.1231	 9.192	 0.048	
10447529	5618	 4.57	 0.9967	15.701	 0.843	
10447556	4978	 4.47	 0.8286	19.546	 0.070	
10447585	6349	 4.24	 1.2214	 3.877	 0.053	
10447798	5037	 4.32	 0.8438	25.374	 1.271	
10447912	5877	 4.33	 1.0701	17.988	 0.574	
10448160	5201	 4.50	 0.8863	14.319	 0.043	
10448333	5056	 4.58	 0.8488	18.945	 0.038	
10448337	5114	 4.62	 0.8638	17.985	 1.618	
10449437	5224	 3.88	 0.8922	23.261	 0.477	
10449681	4822	 4.29	 0.7878	18.827	 0.032	
10449741	4875	 4.72	 0.8017	32.479	 7.923	SM2
10449768	5412	 4.67	 0.9413	28.086	 4.287	
10449891	5036	 4.80	 0.8436	15.639	 0.028	
10450024	4822	 4.71	 0.7878	23.820	 0.111	
10450108	4600	 4.57	 0.7282	10.800	 0.011	
10450308	5573	 4.31	 0.9844	13.182	 0.098	
10450544	5677	 4.50	 1.0130	14.944	 0.036	
10450819	4445	 4.59	 0.6848	26.782	 0.152	
10450882	5024	 4.79	 0.8405	37.175	 5.143	
10451632	4589	 4.55	 0.7251	17.399	 0.054	
10452009	5280	 4.16	 0.9068	15.817	 0.047	
10452367	5008	 4.55	 0.8363	24.555	 0.140	
10452523	5034	 4.66	 0.8431	19.879	 0.078	
10452709	5088	 4.59	 0.8570	 3.019	 0.014	
10452810	5710	 4.49	 1.0222	19.095	 2.952	
10453001	5436	 4.38	 0.9477	12.362	 0.030	
10453091	5723	 4.46	 1.0258	13.648	 0.022	
10453154	5361	 4.71	 0.9279	28.633	 0.183	
10453208	5436	 4.61	 0.9477	24.769	 0.912	
10453226	5433	 4.65	 0.9469	20.887	 0.234	
10453350	6030	 4.19	 1.1162	 3.172	 0.010	
10453357	4759	 4.38	 0.7711	18.564	 0.239	
10453475	5202	 4.47	 0.8865	15.170	 0.113	
10453607	5562	 4.79	 0.9814	21.458	 0.901	
10453787	4887	 4.50	 0.8048	14.173	 0.019	
10454113	5972	 4.30	 1.0984	14.448	 0.229	
10454266	5379	 4.72	 0.9326	24.531	 0.266	
10454589	5192	 4.42	 0.8839	11.904	 0.305	
10456902	5370	 4.63	 0.9303	26.638	 0.384	
10459864	4852	 4.41	 0.7957	 1.379	 0.004	
10459910	5041	 4.80	 0.8449	17.896	 0.126	
10459987	5018	 4.74	 0.8389	 6.094	 0.085	
10460008	5217	 4.63	 0.8904	24.782	 0.562	
10460062	5381	 4.72	 0.9332	20.520	 0.103	
10460082	5592	 4.56	 0.9896	26.027	 0.078	
10460289	5020	 4.78	 0.8394	31.050	 0.317	
10460310	6397	 4.26	 1.2384	 5.704	 0.041	
10460563	5249	 4.55	 0.8987	27.737	 0.190	
10460571	5296	 4.33	 0.9109	27.754	 0.568	
10460595	5456	 4.41	 0.9530	24.604	 0.234	
10460736	5525	 4.69	 0.9714	21.770	 0.214	
10460793	4878	 4.56	 0.8025	 8.953	 0.015	
10460885	4926	 4.70	 0.8150	17.957	 0.150	
10461011	4716	 4.53	 0.7596	17.755	 0.364	
10461340	4599	 4.41	 0.7279	17.990	 0.103	
10461451	5657	 4.35	 1.0074	17.217	 0.254	
10461780	5417	 4.77	 0.9427	16.934	 0.441	
10462310	6352	 4.15	 1.2224	 3.571	 0.036	
10462367	4652	 4.15	 0.7423	31.030	 0.366	
10462402	5221	 4.79	 0.8914	27.105	 4.867	
10462421	5994	 4.48	 1.1052	 6.688	 0.064	
10463399	5636	 4.46	 1.0016	18.596	 0.295	
10463609	4740	 4.35	 0.7660	11.205	 0.031	
10463638	4957	 4.52	 0.8231	29.014	 0.635	
10463756	5416	 4.53	 0.9424	12.566	 0.141	
10463760	4588	 4.74	 0.7249	12.757	 0.032	
10463778	5952	 4.43	 1.0924	 4.793	 0.008	
10463780	5811	 4.56	 1.0509	20.450	 1.269	
10463931	6231	 4.22	 1.1809	 8.373	 0.036	
10463985	5239	 4.62	 0.8961	19.440	 0.101	
10464263	5801	 4.51	 1.0480	20.280	 3.845	
10464397	6182	 4.25	 1.1647	27.679	 0.381	
10464501	6152	 4.54	 1.1549	 9.331	 0.287	
10464732	5761	 4.27	 1.0366	18.947	 0.915	
10464872	5853	 4.59	 1.0630	 9.422	 0.035	
10465014	5841	 4.49	 1.0595	15.010	 0.404	
10465068	5169	 4.62	 0.8780	21.040	 0.109	
10467718	4931	 4.35	 0.8163	22.044	 0.142	
10467823	5093	 4.65	 0.8583	27.132	 0.949	
10468313	5541	 4.74	 0.9757	 5.141	 0.008	
10468501	5558	 4.17	 0.9803	24.188	 1.071	
10468538	5752	 4.49	 1.0340	10.830	 0.049	
10468611	5299	 4.46	 0.9117	14.979	 0.079	
10468664	4711	 4.43	 0.7583	32.742	 0.994	
10468695	5289	 4.57	 0.9091	23.922	 0.167	
10468825	5404	 4.68	 0.9392	11.005	 0.020	
10468929	4876	 4.39	 0.8020	14.330	 0.091	
10468976	5180	 4.83	 0.8808	21.786	 0.370	
10468984	5044	 4.50	 0.8457	24.775	 0.111	
10469383	4711	 4.24	 0.7583	17.889	 0.068	
10469927	5412	 4.87	 0.9413	10.144	 0.058	
10470104	5303	 4.58	 0.9128	18.958	 0.095	
10470126	5909	 4.16	 1.0795	20.578	 0.839	
10470133	4615	 4.46	 0.7323	16.233	 0.134	
10470250	5280	 4.56	 0.9068	22.408	 0.164	
10470282	6000	 4.21	 1.1070	 5.293	 0.122	
10470390	5922	 4.16	 1.0834	28.493	 0.087	
10470885	5553	 4.65	 0.9790	11.628	 0.029	
10471005	5368	 4.35	 0.9298	20.610	 0.060	
10471021	6493	 4.19	 1.2736	 6.090	 0.135	
10471241	4931	 4.50	 0.8163	30.977	 0.293	
10471412	5771	 4.08	 1.0394	15.270	 0.101	
10471508	5158	 4.11	 0.8751	17.797	 0.333	
10472119	5098	 4.38	 0.8596	22.534	 0.107	
10472438	5197	 4.43	 0.8852	 8.052	 0.021	
10472872	5435	 4.36	 0.9474	27.012	 0.838	
10473049	5117	 3.89	 0.8645	27.675	 2.561	
10473130	5271	 4.51	 0.9044	18.688	 0.043	
10473148	5832	 4.55	 1.0569	 9.634	 0.037	
10473452	5083	 4.38	 0.8557	 8.013	 0.015	
10473482	5671	 4.57	 1.0113	18.717	 0.389	
10474113	5273	 4.24	 0.9049	13.469	 0.127	
10480267	5805	 4.32	 1.0491	 6.191	 0.086	
10480417	5380	 4.60	 0.9329	15.494	 0.024	
10480459	5572	 4.85	 0.9841	20.772	 0.314	
10480892	6045	 4.69	 1.1209	10.637	 0.088	
10480913	5058	 4.81	 0.8493	32.173	 6.000	
10481317	5555	 4.48	 0.9795	22.408	 1.249	
10481335	5636	 4.69	 1.0016	16.323	 0.057	
10481347	5983	 4.61	 1.1018	12.663	 0.340	
10481602	5106	 4.68	 0.8617	28.252	 0.257	
10481824	6133	 4.59	 1.1488	 9.019	 0.018	
10482010	6242	 4.56	 1.1846	11.544	 0.229	
10482041	5459	 4.80	 0.9538	25.069	 0.495	
10482056	5530	 4.78	 0.9728	16.712	 0.137	
10482340	5555	 4.68	 0.9795	19.799	 0.377	
10482544	5709	 4.75	 1.0219	 5.397	 0.068	
10482554	5838	 4.75	 1.0587	 5.381	 0.026	
10482821	5569	 4.63	 0.9833	30.732	 1.554	
10482835	5772	 4.45	 1.0397	24.600	 0.565	
10482939	4994	 4.48	 0.8327	15.730	 0.055	
10482948	6139	 4.53	 1.1507	12.997	 0.126	
10483062	5097	 4.52	 0.8594	14.134	 0.035	
10483100	5655	 4.47	 1.0069	 6.876	 0.018	
10483103	6087	 4.62	 1.1341	 6.880	 0.012	
10483276	5144	 4.72	 0.8715	22.177	 0.043	
10483401	5693	 4.73	 1.0174	21.010	 0.149	
10483427	5431	 4.74	 0.9464	15.100	 0.146	
10483443	5585	 4.79	 0.9877	 7.565	 0.062	
10483447	5551	 4.73	 0.9784	24.858	 2.804	
10483930	5416	 4.50	 0.9424	 0.999	 0.004	
10483937	6160	 4.54	 1.1575	 8.307	 0.108	
10483938	5932	 4.16	 1.0864	 8.249	 0.239	
10484082	5492	 4.64	 0.9626	16.724	 0.274	
10484341	5362	 4.64	 0.9282	17.774	 0.076	
10484558	5966	 4.45	 1.0966	 9.780	 0.004	
10484670	4939	 4.63	 0.8184	30.924	 0.573	
